area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,area_log,price_log,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,price
4000,4,2,2,0,0,0,0,0,0,0,8.294049640102028,15.250595083253597,1,0,4200000
2325,3,1,2,0,0,0,0,0,0,0,7.751475318021456,15.250595083253597,1,0,4200000
4600,3,2,2,1,0,0,0,1,1,0,8.433811582477187,15.250595083253597,1,0,4200000
3640,3,2,2,1,0,1,0,0,0,0,8.199738960630786,15.250595083253597,0,1,4200000
5800,3,1,1,1,0,0,1,0,2,0,8.66561319653451,15.250595083253597,1,0,4200000
7000,3,1,1,1,0,0,0,0,3,0,8.85366542803745,15.250595083253597,0,0,4200000
4079,3,1,3,1,0,0,0,0,0,0,8.313607139317558,15.250595083253597,1,0,4200000
3520,3,1,2,1,0,0,0,0,0,1,8.166216268592143,15.250595083253597,1,0,4200000
2145,3,1,3,1,0,0,0,0,1,1,7.6708948313621175,15.250595083253597,0,1,4200000
4500,3,1,1,1,0,1,0,0,0,0,8.411832675758411,15.250595083253597,0,0,4200000
8250,3,1,1,1,0,1,0,0,3,0,9.017968479328726,15.2489270261529,1,0,4193000
3450,3,1,2,1,0,0,0,0,1,0,8.146129510025405,15.2489270261529,1,0,4193000
4840,3,1,2,1,0,0,0,0,1,0,8.484669999710677,15.24222683358308,1,0,4165000
4080,3,1,2,1,0,0,0,0,2,0,8.313852267398207,15.24222683358308,1,0,4165000
4046,3,1,2,1,0,1,0,0,1,0,8.305484017727691,15.24222683358308,1,0,4165000
4632,4,1,2,1,0,0,0,1,0,0,8.440744019252831,15.233787964937216,1,0,4130000
5985,3,1,1,1,0,1,0,0,0,0,8.697011617992073,15.233787964937216,1,0,4130000
6060,2,1,1,1,0,1,0,0,1,0,8.70946507906336,15.232091611689038,1,0,4123000
3600,3,1,1,1,0,1,0,1,0,1,8.1886891244442,15.226131611075223,0,0,4098500
3680,3,2,2,1,0,0,0,0,0,0,8.210668031162976,15.225277275269306,1,0,4095000
4040,2,1,2,1,0,0,0,0,1,0,8.303999970955196,15.225277275269306,1,0,4095000
5600,2,1,1,1,0,0,0,1,0,0,8.630521876723241,15.225277275269306,1,0,4095000
5900,4,2,2,0,0,1,0,0,1,0,8.68270762989381,15.216693531577915,0,1,4060000
4992,3,2,2,1,0,0,0,0,2,0,8.515591910049263,15.216693531577915,0,1,4060000
4340,3,1,1,1,0,0,0,0,0,0,8.375629627094451,15.216693531577915,1,0,4060000
3000,4,1,3,1,0,1,0,1,2,0,8.006367567650246,15.216693531577915,1,0,4060000
4320,3,1,2,1,0,0,0,0,2,1,8.371010681238156,15.216693531577915,0,0,4060000
3630,3,2,2,1,0,0,1,0,2,0,8.196987927258897,15.208035468834801,1,0,4025000
3460,3,2,1,1,0,1,0,1,1,0,8.14902386805177,15.208035468834801,0,0,4025000
5400,3,1,1,1,0,0,0,0,3,0,8.594154232552366,15.208035468834801,1,0,4025000
4500,3,1,2,0,0,1,0,1,0,0,8.411832675758411,15.203678163465845,1,0,4007500
3460,4,1,2,1,0,0,0,1,0,0,8.14902386805177,15.203678163465845,1,0,4007500
4100,4,1,1,0,0,1,0,0,0,0,8.318742252692399,15.199301788866046,0,1,3990000
6480,3,1,2,0,0,0,0,1,1,0,8.776475789346321,15.199301788866046,1,0,3990000
4500,3,2,2,0,0,1,0,1,0,0,8.411832675758411,15.199301788866046,1,0,3990000
3960,3,1,2,1,0,0,0,0,0,0,8.283999304248526,15.199301788866046,0,0,3990000
4050,2,1,2,1,1,1,0,0,0,1,8.306472160100585,15.199301788866046,0,1,3990000
7260,3,2,1,1,1,1,0,0,3,0,8.890135107818843,15.181602211766645,0,0,3920000
5500,4,1,2,1,1,1,0,0,0,0,8.612503371220562,15.181602211766645,1,0,3920000
3000,3,1,2,1,0,0,0,0,0,0,8.006367567650246,15.181602211766645,1,0,3920000
3290,2,1,1,1,0,0,1,0,1,0,8.098642843759418,15.181602211766645,0,0,3920000
3816,2,1,1,1,0,1,0,1,2,0,8.246958032568177,15.181602211766645,0,0,3920000
8080,3,1,1,1,0,0,0,1,2,0,8.997147151515142,15.181602211766645,1,0,3920000
2145,4,2,1,1,0,1,0,0,0,1,7.6708948313621175,15.181602211766645,0,1,3920000
3780,2,1,2,1,1,1,0,0,0,0,8.237479288613633,15.172633541783885,1,0,3885000
3180,4,2,2,1,0,0,0,0,0,0,8.064636475774222,15.172633541783885,0,0,3885000
5300,5,2,2,1,0,0,0,0,0,0,8.575462099540212,15.163583706263967,1,0,3850000
3180,2,2,1,1,0,1,0,0,2,0,8.064636475774222,15.163583706263967,1,0,3850000
7152,3,1,2,1,0,0,0,1,0,0,8.87514731685335,15.163583706263967,0,0,3850000
4080,2,1,1,1,0,0,0,0,0,0,8.313852267398207,15.163583706263967,1,0,3850000
3850,2,1,1,1,0,0,0,0,0,0,8.25582842728183,15.163583706263967,1,0,3850000
2015,3,1,2,1,0,1,0,0,0,1,7.608374474380783,15.163583706263967,1,0,3850000
2176,2,1,2,1,1,0,0,0,0,1,7.685243607975833,15.163583706263967,1,0,3850000
3350,3,1,2,1,0,0,0,0,0,0,8.116715624819111,15.159940714985465,0,1,3836000
3150,2,2,1,0,0,1,0,0,0,0,8.055157731819678,15.154451222700695,1,0,3815000
4820,3,1,2,1,0,0,0,0,0,0,8.480529207044645,15.14523456759577,1,0,3780000
3420,2,1,2,1,0,0,1,0,1,0,8.13739583005665,15.14523456759577,1,0,3780000
3600,2,1,1,1,0,0,0,0,0,0,8.1886891244442,15.14523456759577,1,0,3780000
5830,2,1,1,1,0,0,0,0,2,0,8.670772279344538,15.14523456759577,0,1,3780000
2856,3,1,3,1,0,0,0,0,0,1,7.957177323459475,15.14523456759577,0,0,3780000
8400,2,1,1,1,0,0,0,0,1,0,9.035986984831405,15.14523456759577,0,0,3780000
8250,3,1,1,1,0,0,0,0,2,0,9.017968479328726,15.143380998946448,0,0,3773000
2520,5,2,1,0,0,1,0,1,1,0,7.832014180505469,15.143380998946448,0,0,3773000
6930,4,1,2,0,0,0,0,0,1,0,8.84361509218395,15.143380998946448,0,0,3773000
3480,2,1,1,1,0,0,0,0,0,1,8.15478757276852,15.135932174933457,1,0,3745000
3600,3,1,1,1,0,0,0,0,1,0,8.1886891244442,15.126542434583618,0,1,3710000
4040,2,1,1,1,0,0,0,0,0,0,8.303999970955196,15.126542434583618,1,0,3710000
6020,3,1,1,1,0,0,0,0,0,0,8.702842538302868,15.126542434583618,1,0,3710000
4050,2,1,1,1,0,0,0,0,0,0,8.306472160100585,15.126542434583618,0,0,3710000
3584,2,1,1,1,0,0,1,0,0,0,8.18423477409482,15.126542434583618,1,0,3710000
3120,3,1,2,0,0,1,1,0,0,0,8.045588280803528,15.12465385989575,1,0,3703000
5450,2,1,1,1,0,0,0,0,0,0,8.60337088765729,15.12465385989575,0,0,3703000
3630,2,1,1,1,0,1,0,0,0,0,8.196987927258897,15.117063690629074,0,0,3675000
3630,2,1,1,1,0,0,0,1,0,0,8.196987927258897,15.117063690629074,0,1,3675000
5640,2,1,1,0,0,0,0,0,0,0,8.637639344492104,15.117063690629074,1,0,3675000
3600,2,1,1,1,0,0,0,0,0,0,8.1886891244442,15.117063690629074,0,0,3675000
4280,2,1,1,1,0,0,0,1,2,0,8.361708288575842,15.107494239612924,1,0,3640000
3570,3,1,2,1,0,1,0,0,0,0,8.180320874773685,15.107494239612924,1,0,3640000
3180,3,1,2,0,0,1,0,0,0,0,8.064636475774222,15.107494239612924,1,0,3640000
3000,2,1,2,1,0,0,0,1,0,0,8.006367567650246,15.107494239612924,0,0,3640000
3520,2,2,1,1,0,1,0,0,0,0,8.166216268592143,15.107494239612924,1,0,3640000
5960,3,1,2,1,1,1,0,0,0,0,8.692825760059396,15.107494239612924,0,1,3640000
4130,3,2,2,1,0,0,0,0,2,0,8.326032685955079,15.107494239612924,1,0,3640000
2850,3,2,2,0,0,1,0,0,0,1,7.955074273262696,15.107494239612924,0,1,3640000
2275,3,1,3,1,0,0,1,1,0,1,7.729735331385051,15.107494239612924,1,0,3640000
3520,3,1,1,1,0,0,0,0,2,1,8.166216268592143,15.10556931120334,0,1,3633000
4500,2,1,1,1,0,0,0,0,0,0,8.411832675758411,15.097832328701186,1,0,3605000
4000,2,1,1,1,0,0,0,0,0,1,8.294049640102028,15.097832328701186,1,0,3605000
3150,3,1,2,1,0,1,0,0,0,0,8.055157731819678,15.088076153755821,0,0,3570000
4500,4,2,2,1,0,1,0,0,2,0,8.411832675758411,15.088076153755821,0,0,3570000
4500,2,1,1,0,0,0,0,0,0,0,8.411832675758411,15.088076153755821,0,0,3570000
3640,2,1,1,1,0,0,0,0,0,0,8.199738960630786,15.088076153755821,0,1,3570000
3850,3,1,1,1,0,0,0,0,2,0,8.25582842728183,15.07822385731281,0,1,3535000
4240,3,1,2,1,0,0,0,1,0,0,8.352318548226004,15.068273526459642,1,0,3500000
3650,3,1,2,1,0,0,0,0,0,0,8.202482446576537,15.068273526459642,0,1,3500000
4600,4,1,2,1,0,0,0,0,0,0,8.433811582477187,15.068273526459642,1,0,3500000
2135,3,2,2,0,0,0,0,0,0,0,7.666221925662725,15.068273526459642,0,1,3500000
3036,3,1,2,1,0,1,0,0,0,0,8.01829613851552,15.068273526459642,1,0,3500000
3990,3,1,2,1,0,0,0,0,0,0,8.29154650988391,15.068273526459642,1,0,3500000
7424,3,1,1,0,0,0,0,0,0,0,8.912473274466036,15.068273526459642,0,1,3500000
3480,3,1,1,0,0,0,0,1,0,0,8.15478757276852,15.068273526459642,0,1,3500000
3600,6,1,2,1,0,0,0,0,1,0,8.1886891244442,15.068273526459642,0,1,3500000
3640,2,1,1,1,0,0,0,0,1,0,8.199738960630786,15.068273526459642,1,0,3500000
5900,2,1,1,1,0,0,0,0,1,0,8.68270762989381,15.068273526459642,0,0,3500000
3120,3,1,2,1,0,0,0,0,1,0,8.045588280803528,15.068273526459642,0,1,3500000
7350,2,1,1,1,0,0,0,0,1,0,8.902455592206882,15.068273526459642,1,0,3500000
3512,2,1,1,1,0,0,0,0,1,1,8.163940954755008,15.068273526459642,0,1,3500000
9500,3,1,2,1,0,0,0,0,3,1,9.159047077588632,15.068273526459642,0,1,3500000
5880,2,1,1,1,0,0,0,0,0,0,8.679312040892672,15.068273526459642,0,1,3500000
12944,3,1,1,1,0,0,0,0,0,0,9.468387639298273,15.068273526459642,0,1,3500000
4900,3,1,2,0,0,0,0,0,0,0,8.496990484098719,15.066271523788968,0,1,3493000
3060,3,1,1,1,0,0,0,0,0,0,8.026170194946426,15.05822319060614,0,1,3465000
5320,2,1,1,1,0,0,0,0,1,1,8.57922858233569,15.05822319060614,0,1,3465000
2145,3,1,3,1,0,0,0,0,0,1,7.6708948313621175,15.05822319060614,0,0,3465000
4000,2,1,1,1,0,0,0,0,0,0,8.294049640102028,15.048070819142122,0,1,3430000
3185,2,1,1,1,0,0,0,0,2,0,8.066207568006265,15.048070819142122,0,1,3430000
3850,3,1,1,1,0,0,0,0,0,0,8.25582842728183,15.048070819142122,0,1,3430000
2145,3,1,3,1,0,0,0,0,0,1,7.6708948313621175,15.048070819142122,0,0,3430000
2610,3,1,2,1,0,1,0,0,0,1,7.867105500316739,15.048070819142122,0,1,3430000
1950,3,2,2,1,0,1,0,0,0,1,7.575584651557793,15.048070819142122,0,1,3430000
4040,2,1,1,1,0,0,0,0,0,0,8.303999970955196,15.046027917512323,0,1,3423000
4785,3,1,2,1,1,1,0,1,1,0,8.473241303887054,15.037814318974933,0,0,3395000
3450,3,1,1,1,0,1,0,0,2,0,8.146129510025405,15.037814318974933,0,1,3395000
3640,2,1,1,1,0,0,0,0,0,0,8.199738960630786,15.037814318974933,0,0,3395000
3500,4,1,2,1,0,0,0,1,2,0,8.160518247477505,15.027451531939388,0,1,3360000
4960,4,1,3,0,0,0,0,0,0,0,8.509161019718974,15.027451531939388,1,0,3360000
4120,2,1,2,1,0,0,0,0,0,0,8.323608442343572,15.027451531939388,0,1,3360000
4750,2,1,1,1,0,0,0,0,0,0,8.465899897028686,15.027451531939388,0,1,3360000
3720,2,1,1,0,0,0,0,1,0,0,8.221478947267192,15.027451531939388,0,1,3360000
3750,3,1,1,1,0,0,0,0,0,0,8.229511118964457,15.027451531939388,0,1,3360000
3100,3,1,2,0,0,1,0,0,0,0,8.039157390473237,15.027451531939388,1,0,3360000
3185,2,1,1,1,0,1,0,0,2,0,8.066207568006265,15.027451531939388,0,0,3360000
2700,3,1,1,0,0,0,0,0,0,0,7.90100705199242,15.025366025448365,0,0,3353000
2145,3,1,2,1,0,1,0,0,0,1,7.6708948313621175,15.01908328226887,0,0,3332000
4040,2,1,1,1,0,0,0,0,1,0,8.303999970955196,15.016980232072092,0,1,3325000
4775,4,1,2,1,0,0,0,0,0,0,8.471149252914831,15.016980232072092,0,1,3325000
2500,2,1,1,0,0,0,0,1,0,0,7.824046010856292,15.006398122741555,0,1,3290000
3180,4,1,2,1,0,1,0,1,0,0,8.064636475774222,15.006398122741555,0,1,3290000
6060,3,1,1,1,1,1,0,0,0,0,8.70946507906336,15.006398122741555,0,0,3290000
3480,4,1,2,0,0,0,0,0,1,0,8.15478757276852,15.006398122741555,1,0,3290000
3792,4,1,2,1,0,0,0,0,0,0,8.240648863374913,15.006398122741555,1,0,3290000
4040,2,1,1,1,0,0,0,0,0,0,8.303999970955196,15.006398122741555,0,1,3290000
2145,3,1,2,1,0,1,0,0,0,1,7.6708948313621175,15.006398122741555,0,0,3290000
5880,3,1,1,1,0,0,0,0,1,0,8.679312040892672,15.006398122741555,0,1,3290000
4500,2,1,1,0,0,0,0,0,0,0,8.411832675758411,14.995702833624806,1,0,3255000
3930,2,1,1,0,0,0,0,0,0,0,8.276394704863307,14.995702833624806,0,1,3255000
3640,4,1,2,1,0,1,0,0,0,0,8.199738960630786,14.989230319119189,0,1,3234000
4370,3,1,2,1,0,0,0,0,0,0,8.382518288089635,14.98489191752059,0,1,3220000
2684,2,1,1,1,0,0,0,1,1,0,7.895063498091573,14.98489191752059,0,1,3220000
4320,3,1,1,0,0,0,0,0,1,0,8.371010681238156,14.98489191752059,0,1,3220000
3120,3,1,2,0,0,0,0,0,0,0,8.045588280803528,14.98489191752059,0,0,3220000
3450,1,1,1,1,0,0,0,0,0,0,8.146129510025405,14.962913010801817,0,0,3150000
3986,2,2,1,0,1,1,0,0,1,0,8.29054350077274,14.962913010801817,0,1,3150000
3500,2,1,1,0,0,1,0,0,0,0,8.160518247477505,14.962913010801817,1,0,3150000
4095,2,1,1,1,0,0,0,0,2,0,8.31752199628717,14.962913010801817,1,0,3150000
1650,3,1,2,0,0,1,0,0,0,0,7.408530566894626,14.962913010801817,0,1,3150000
3450,3,1,2,1,0,1,0,0,0,0,8.146129510025405,14.962913010801817,1,0,3150000
6750,2,1,1,1,0,0,0,0,0,0,8.817297783866575,14.962913010801817,1,0,3150000
9000,3,1,2,1,0,0,0,0,2,0,9.104979856318357,14.962913010801817,1,0,3150000
3069,2,1,1,1,0,0,0,0,1,0,8.029107054619736,14.962913010801817,0,1,3150000
4500,3,1,2,1,0,0,0,1,0,0,8.411832675758411,14.960688315779704,0,1,3143000
5495,3,1,1,1,0,1,0,0,0,0,8.611593866837723,14.95622402265102,0,1,3129000
2398,3,1,1,1,0,0,0,0,0,1,7.7823903355874595,14.952974902096178,1,0,3118850
3000,3,1,1,0,0,0,0,1,0,0,8.006367567650246,14.951739710203691,0,1,3115000
3850,3,1,2,1,0,0,0,0,0,0,8.25582842728183,14.951739710203691,0,1,3115000
3500,2,1,1,1,0,0,0,0,0,0,8.160518247477505,14.951739710203691,0,1,3115000
8100,2,1,1,1,0,0,0,0,1,0,8.99961934066053,14.942710303484297,0,1,3087000
4960,2,1,1,1,0,1,0,1,0,0,8.509161019718974,14.940440154949757,0,1,3080000
2160,3,1,2,0,0,1,0,0,0,0,7.67786350067821,14.940440154949757,1,0,3080000
3090,2,1,1,1,1,1,0,0,0,0,8.035926369891792,14.940440154949757,0,1,3080000
4500,2,1,2,1,0,0,1,0,1,0,8.411832675758411,14.940440154949757,1,0,3080000
3800,2,1,1,1,0,0,0,0,0,0,8.242756345714477,14.929011459126134,0,1,3045000
3090,3,1,2,0,0,0,0,0,0,0,8.035926369891792,14.917450636725059,1,0,3010000
3240,3,1,2,1,0,0,0,0,2,0,8.083328608786376,14.917450636725059,1,0,3010000
2835,2,1,1,1,0,0,0,0,0,0,7.949797216161852,14.917450636725059,1,0,3010000
4600,2,1,1,1,0,0,0,0,0,0,8.433811582477187,14.917450636725059,0,0,3010000
5076,3,1,1,0,0,0,0,0,0,0,8.532278828834277,14.917450636725059,0,1,3010000
3750,3,1,2,1,0,0,0,0,0,0,8.229511118964457,14.917450636725059,0,1,3010000
3630,4,1,2,1,0,0,0,0,3,0,8.196987927258897,14.917450636725059,1,0,3010000
8050,2,1,1,1,0,0,0,0,0,0,8.99342737041261,14.915122346965468,0,1,3003000
4352,4,1,2,0,0,0,0,0,1,0,8.378390788535778,14.905754596961867,0,1,2975000
3000,2,1,2,1,0,0,0,0,0,0,8.006367567650246,14.901037607083728,1,0,2961000
5850,3,1,2,1,0,1,0,0,1,0,8.674196940225903,14.893920139314865,0,1,2940000
4960,2,1,1,1,0,0,0,0,0,0,8.509161019718974,14.893920139314865,0,1,2940000
3600,3,1,2,0,0,0,0,0,1,0,8.1886891244442,14.893920139314865,0,1,2940000
3660,4,1,2,0,0,0,0,0,0,0,8.205218426395412,14.893920139314865,0,1,2940000
3480,3,1,2,0,0,0,0,0,1,0,8.15478757276852,14.893920139314865,1,0,2940000
2700,2,1,1,0,0,0,0,0,0,0,7.90100705199242,14.893920139314865,0,0,2940000
3150,3,1,2,0,0,0,0,0,0,0,8.055157731819678,14.893920139314865,0,1,2940000
6615,3,1,2,1,0,0,0,0,0,0,8.797095076549056,14.893920139314865,1,0,2940000
3040,2,1,1,0,0,0,0,0,0,0,8.019612794400267,14.869822587735804,0,1,2870000
3630,2,1,1,1,0,0,0,0,0,0,8.196987927258897,14.869822587735804,0,1,2870000
6000,2,1,1,1,0,0,0,0,0,0,8.699514748210191,14.869822587735804,1,0,2870000
5400,4,1,2,1,0,0,0,0,0,0,8.594154232552366,14.869822587735804,0,1,2870000
5200,4,1,3,1,0,0,0,0,0,0,8.556413904569519,14.863706360718368,0,1,2852500
3300,3,1,2,0,0,0,0,0,1,0,8.101677747454572,14.85755249514399,1,0,2835000
4350,3,1,2,0,0,0,1,0,1,0,8.37793112408273,14.85755249514399,0,1,2835000
2640,2,1,1,0,0,0,0,0,1,0,7.878534196140362,14.85755249514399,0,0,2835000
2650,3,1,2,1,0,1,0,0,1,0,7.882314918980268,14.845129975145433,0,1,2800000
3960,3,1,1,1,0,0,0,0,0,0,8.283999304248526,14.845129975145433,0,0,2800000
6800,2,1,1,1,0,0,0,0,0,0,8.824677891164198,14.819812167161142,0,1,2730000
4000,3,1,2,1,0,0,0,0,1,0,8.294049640102028,14.819812167161142,0,1,2730000
4000,2,1,1,1,0,0,0,0,0,0,8.294049640102028,14.806908762325234,0,1,2695000
3934,2,1,1,1,0,0,0,0,0,0,8.277411998949004,14.793836680757881,0,1,2660000
2000,2,1,2,1,0,0,0,0,0,0,7.600902459542082,14.793836680757881,1,0,2660000
3630,3,3,2,0,1,0,0,0,0,0,8.196987927258897,14.793836680757881,0,1,2660000
2800,3,1,1,1,0,0,0,0,0,0,7.937374696163295,14.793836680757881,0,1,2660000
2430,3,1,1,0,0,0,0,0,0,0,7.795646536334594,14.793836680757881,0,1,2660000
3480,2,1,1,1,0,0,0,0,1,0,8.15478757276852,14.793836680757881,1,0,2660000
4000,3,1,1,1,0,0,0,0,0,0,8.294049640102028,14.793836680757881,1,0,2660000
3185,2,1,1,1,0,0,0,1,0,0,8.066207568006265,14.791201633119877,0,1,2653000
4000,3,1,2,1,0,0,0,1,0,0,8.294049640102028,14.791201633119877,0,1,2653000
2910,2,1,1,0,0,0,0,0,0,0,7.975908360165538,14.772559282310597,0,1,2604000
3600,2,1,1,1,0,0,0,0,0,0,8.1886891244442,14.767168433675721,0,1,2590000
4400,2,1,1,1,0,0,0,0,0,0,8.389359819906353,14.767168433675721,0,1,2590000
3600,2,2,2,1,0,1,0,0,1,0,8.1886891244442,14.767168433675721,0,0,2590000
2880,3,1,1,0,0,0,0,0,0,0,7.965545573129992,14.739769459487606,0,1,2520000
3180,3,1,1,0,0,0,0,0,0,0,8.064636475774222,14.739769459487606,0,1,2520000
3000,2,1,2,1,0,0,0,0,0,0,8.006367567650246,14.739769459487606,0,0,2520000
4400,3,1,2,1,0,0,0,0,0,0,8.389359819906353,14.725783217512866,0,1,2485000
3000,3,1,2,0,0,0,0,0,0,0,8.006367567650246,14.725783217512866,1,0,2485000
3210,3,1,2,1,0,1,0,0,0,0,8.07402621612406,14.71159858252091,0,1,2450000
3240,2,1,1,0,1,0,0,0,1,0,8.083328608786376,14.71159858252091,0,1,2450000
3000,2,1,1,1,0,0,0,0,1,0,8.006367567650246,14.71159858252091,0,1,2450000
3500,2,1,1,1,1,0,0,0,0,0,8.160518247477505,14.71159858252091,0,1,2450000
4840,2,1,2,1,0,0,0,0,0,0,8.484669999710677,14.71159858252091,0,1,2450000
7700,2,1,1,1,0,0,0,0,0,0,8.948975607841776,14.71159858252091,0,1,2450000
3635,2,1,1,0,0,0,0,0,0,0,8.19836438996762,14.694307085410848,0,1,2408000
2475,3,1,2,1,0,0,0,0,0,0,7.813995675002791,14.682611045647658,0,0,2380000
2787,4,2,2,1,0,0,0,0,0,0,7.932721027481948,14.682611045647658,0,0,2380000
3264,2,1,1,1,0,0,0,0,0,0,8.090708716083997,14.682611045647658,0,1,2380000
3640,2,1,1,1,0,0,0,0,0,0,8.199738960630786,14.667795959862516,0,1,2345000
3180,2,1,1,1,0,0,0,0,0,0,8.064636475774222,14.652758082497977,0,1,2310000
1836,2,1,1,0,0,1,0,0,0,0,7.515344571180436,14.637490610367188,1,0,2275000
3970,1,1,1,0,0,0,0,0,0,0,8.286521373681236,14.637490610367188,0,1,2275000
3970,3,1,2,1,0,1,0,0,0,0,8.286521373681236,14.637490610367188,0,1,2275000
1950,3,1,1,0,0,0,1,0,0,0,7.575584651557793,14.621986423831222,0,1,2240000
5300,3,1,1,0,0,0,0,1,0,1,8.575462099540212,14.618856530822296,0,1,2233000
3000,2,1,1,0,0,0,0,0,0,0,8.006367567650246,14.573977204644862,0,1,2135000
2400,3,1,2,1,0,0,0,0,0,0,7.783224016336037,14.557447902693651,0,1,2100000
3000,4,1,2,1,0,0,0,0,0,0,8.006367567650246,14.557447902693651,0,1,2100000
3360,2,1,1,1,0,0,0,0,1,0,8.11969625295725,14.557447902693651,0,1,2100000
3420,5,1,2,0,0,0,0,0,0,0,8.13739583005665,14.4884550312067,0,1,1960000
1700,3,1,2,1,0,0,0,0,0,0,7.438383530044307,14.452087387035824,0,1,1890000
3649,2,1,1,1,0,0,0,0,0,0,8.202208436436448,14.452087387035824,0,1,1890000
2990,2,1,1,0,0,0,0,0,1,0,8.003028666384733,14.433395254023672,0,1,1855000
3000,2,1,1,1,0,1,0,0,2,0,8.006367567650246,14.414347059052979,0,1,1820000
2400,3,1,1,0,0,0,0,0,0,0,7.783224016336037,14.384878637342375,1,0,1767150
3620,2,1,1,1,0,0,0,0,0,0,8.194229304819817,14.375126345899696,0,1,1750000
2910,3,1,1,0,0,0,0,0,0,0,7.975908360165538,14.375126345899696,0,0,1750000
3850,3,1,2,1,0,0,0,0,0,0,8.25582842728183,14.375126345899696,0,1,1750000
