engine_size,mileage,doors,owner_count,horsepower,car_age,brand_ford,brand_honda,brand_hyundai,brand_tesla,fuel_type_electric,fuel_type_hybrid,fuel_type_petrol,transmission_manual,mileage_per_year,hp_per_engine,age_x_mileage,multi_owner,is_new_car,price
2,145548,2,2,111,11,0,0,0,0,1,0,0,0,13231.64,55.5,1601028,0,0,34113
3,87806,3,2,297,6,0,0,0,0,0,0,0,0,14634.33,99.0,526836,0,0,55973
4,60006,3,3,263,8,0,0,0,0,0,1,0,1,7500.75,65.75,480048,1,0,64192
1,92238,4,2,87,12,0,0,0,0,1,0,0,1,7686.5,87.0,1106856,0,0,28361
3,199227,4,1,312,12,0,0,0,0,1,0,0,1,16602.25,104.0,2390724,0,0,51347
1,50798,2,4,345,6,0,0,0,0,0,1,0,0,8466.33,345.0,304788,1,0,50307
2,82271,4,4,196,11,1,0,0,0,0,1,0,0,7479.18,98.0,904981,1,0,39123
4,35177,2,3,144,11,0,0,0,1,0,1,0,0,3197.91,36.0,386947,1,0,52494
2,133022,2,4,131,13,0,0,0,0,1,0,0,1,10232.46,65.5,1729286,1,0,37685
5,135156,4,1,357,5,1,0,0,0,1,0,0,1,27031.2,71.4,675780,0,0,65391
3,87215,4,2,255,4,0,0,0,0,1,0,0,1,21803.75,85.0,348860,0,0,58126
2,48013,4,3,247,16,0,0,0,0,0,1,0,1,3000.81,123.5,768208,1,0,42129
1,87600,3,4,235,17,1,0,0,0,0,1,0,0,5152.94,235.0,1489200,1,0,32609
2,101099,2,3,252,3,0,0,0,1,0,0,1,1,33699.67,126.0,303297,1,1,47297
2,58450,2,3,97,2,1,0,0,0,0,0,0,1,29225.0,48.5,116900,1,1,48511
1,184000,2,4,399,17,0,0,0,1,0,0,1,1,10823.53,399.0,3128000,1,0,34071
2,127640,4,3,316,14,0,0,0,0,0,1,0,0,9117.14,158.0,1786960,1,0,46281
2,97403,4,4,91,11,0,0,0,1,1,0,0,0,8854.82,45.5,1071433,1,0,37430
3,181454,4,1,165,3,0,0,0,0,0,1,0,1,60484.67,55.0,544362,0,1,48703
3,104290,4,4,191,2,0,0,0,0,0,0,0,0,52145.0,63.67,208580,1,1,53293
3,136832,4,2,319,17,0,0,0,0,0,0,1,0,8048.94,106.33,2326144,0,0,46643
1,29142,3,4,377,11,0,0,1,0,0,0,1,0,2649.27,377.0,320562,1,0,44964
1,115189,4,2,395,20,0,1,0,0,1,0,0,0,5759.45,395.0,2303780,0,0,41819
3,112532,2,3,206,3,0,0,0,1,0,0,1,0,37510.67,68.67,337596,1,1,51222
2,153362,4,4,346,16,0,1,0,0,0,0,1,1,9585.12,173.0,2453792,1,0,41704
1,136436,2,2,389,6,0,1,0,0,0,1,0,1,22739.33,389.0,818616,0,0,44784
4,61921,4,4,130,4,0,0,0,1,0,0,1,1,15480.25,32.5,247684,1,0,51904
4,24797,4,4,319,18,0,0,0,0,0,0,1,0,1377.61,79.75,446346,1,0,52751
3,37535,2,4,164,9,0,0,1,0,0,0,1,0,4170.56,54.67,337815,1,0,46605
1,51300,2,1,365,19,0,0,0,0,1,0,0,0,2700.0,365.0,974700,0,0,40288
4,52176,2,2,253,20,1,0,0,0,1,0,0,0,2608.8,63.25,1043520,0,0,45911
3,21105,2,1,329,4,0,0,0,0,0,1,0,1,5276.25,109.67,84420,0,0,63674
4,144011,3,1,356,5,1,0,0,0,0,0,1,1,28802.2,89.0,720055,0,0,61395
4,84472,2,2,224,16,0,0,0,0,1,0,0,1,5279.5,56.0,1351552,0,0,49974
4,178101,4,4,255,6,0,0,0,1,1,0,0,1,29683.5,63.75,1068606,1,0,54814
3,151935,4,1,138,18,0,0,1,0,0,1,0,1,8440.83,46.0,2734830,0,0,34528
1,83097,3,1,395,14,1,0,0,0,0,0,0,1,5935.5,395.0,1163358,0,0,47361
3,146519,2,1,330,10,0,0,0,0,0,0,1,0,14651.9,110.0,1465190,0,0,55819
3,101160,4,4,184,11,0,0,0,0,1,0,0,0,9196.36,61.33,1112760,1,0,44584
4,51940,3,1,77,12,0,0,0,0,0,1,0,1,4328.33,19.25,623280,0,0,48741
1,90001,4,3,334,7,1,0,0,0,0,1,0,0,12857.29,334.0,630007,1,0,49120
1,155714,3,2,340,8,0,0,0,0,0,1,0,1,19464.25,340.0,1245712,0,0,45178
4,12928,3,3,318,19,0,0,0,0,1,0,0,1,680.42,79.5,245632,1,0,58283
4,53002,2,4,174,18,0,0,0,1,0,0,1,0,2944.56,43.5,954036,1,0,46102
4,89853,3,1,332,14,0,0,0,1,0,0,0,1,6418.07,83.0,1257942,0,0,61877
4,119614,4,2,293,3,0,0,0,1,0,0,1,1,39871.33,73.25,358842,0,1,58031
3,122517,4,1,397,18,0,0,0,1,0,1,0,1,6806.5,132.33,2205306,0,0,52386
3,161089,2,4,340,11,0,0,0,1,0,1,0,0,14644.45,113.33,1771979,1,0,48149
4,84064,2,2,234,14,0,0,0,1,0,0,0,0,6004.57,58.5,1176896,0,0,54051
3,124694,3,3,152,12,0,0,1,0,0,0,1,0,10391.17,50.67,1496328,1,0,41111
3,149385,2,2,364,4,0,0,0,0,0,1,0,0,37346.25,121.33,597540,0,0,56379
1,137631,4,1,203,10,0,0,0,1,0,1,0,1,13763.1,203.0,1376310,0,0,38232
2,55893,4,2,280,14,0,0,0,0,0,0,1,0,3992.36,140.0,782502,0,0,46191
3,20167,2,4,382,7,0,0,0,0,0,1,0,0,2881.0,127.33,141169,1,0,65628
2,43598,2,4,161,2,0,1,0,0,0,0,1,0,21799.0,80.5,87196,1,1,46896
1,143595,2,2,196,17,0,0,1,0,0,1,0,1,8446.76,196.0,2441115,0,0,33476
2,54777,3,4,260,15,0,0,0,1,0,0,1,0,3651.8,130.0,821655,1,0,41516
2,164511,3,4,228,11,0,0,0,0,0,0,0,0,14955.55,114.0,1809621,1,0,36898
1,121378,4,4,79,14,1,0,0,0,0,1,0,1,8669.86,79.0,1699292,1,0,28805
2,86060,3,3,176,8,0,0,0,0,0,0,0,1,10757.5,88.0,688480,1,0,44329
4,18285,3,1,156,7,0,0,1,0,0,1,0,1,2612.14,39.0,127995,0,0,57978
3,147045,3,4,136,17,1,0,0,0,0,1,0,1,8649.71,45.33,2499765,1,0,32739
1,127970,3,2,131,13,0,0,1,0,1,0,0,0,9843.85,131.0,1663610,0,0,33562
1,27694,4,4,215,16,0,0,0,0,0,0,1,1,1730.88,215.0,443104,1,0,36245
3,171846,2,3,222,20,1,0,0,0,0,0,0,0,8592.3,74.0,3436920,1,0,36191
2,140374,4,2,176,17,0,0,0,0,0,0,0,0,8257.29,88.0,2386358,0,0,36021
4,158463,3,1,217,18,0,0,0,0,0,0,0,0,8803.5,54.25,2852334,0,0,44945
3,9611,2,2,255,12,0,0,0,0,0,0,1,0,800.92,85.0,115332,0,0,55425
4,14372,2,2,247,13,1,0,0,0,1,0,0,0,1105.54,61.75,186836,0,0,58685
2,160384,2,2,335,20,1,0,0,0,0,0,0,1,8019.2,167.5,3207680,0,0,37513
3,150152,4,2,218,15,0,0,0,1,0,0,1,0,10010.13,72.67,2252280,0,0,46083
2,85618,2,4,316,12,0,0,1,0,0,1,0,0,7134.83,158.0,1027416,1,0,45445
4,117945,4,1,323,14,0,0,0,1,0,0,0,0,8424.64,80.75,1651230,0,0,56208
3,113397,4,4,98,17,0,0,1,0,0,0,0,1,6670.41,32.67,1927749,1,0,35191
2,101213,3,3,335,8,0,0,0,1,1,0,0,0,12651.62,167.5,809704,1,0,52708
2,25874,3,3,82,4,0,0,0,0,0,0,0,0,6468.5,41.0,103496,1,0,45999
1,198609,2,2,116,19,1,0,0,0,0,0,0,1,10453.11,116.0,3773571,0,0,25114
3,137669,2,4,220,16,0,0,0,0,0,1,0,0,8604.31,73.33,2202704,1,0,41645
1,16600,3,4,119,9,0,0,1,0,0,0,1,0,1844.44,119.0,149400,1,0,37712
3,139819,4,1,284,13,0,0,1,0,0,0,1,1,10755.31,94.67,1817647,0,0,47693
2,84415,4,1,201,15,0,0,0,0,1,0,0,0,5627.67,100.5,1266225,0,0,37889
3,160887,3,1,182,13,0,0,0,1,0,1,0,0,12375.92,60.67,2091531,0,0,41638
4,99348,4,4,321,3,0,0,1,0,0,0,1,0,33116.0,80.25,298044,1,1,61249
4,110736,3,1,122,18,0,0,0,0,0,1,0,0,6152.0,30.5,1993248,0,0,40526
4,29714,3,1,199,9,1,0,0,0,0,0,1,0,3301.56,49.75,267426,0,0,55243
1,154962,2,1,393,18,0,0,0,0,0,1,0,1,8609.0,393.0,2789316,0,0,40237
1,197581,2,2,262,15,1,0,0,0,1,0,0,1,13172.07,262.0,2963715,0,0,31672
3,197896,3,3,148,19,0,0,1,0,0,0,0,1,10415.58,49.33,3760024,1,0,36539
2,140797,2,3,126,9,0,0,1,0,1,0,0,0,15644.11,63.0,1267173,1,0,36478
2,179277,3,4,166,19,0,0,0,0,0,0,1,0,9435.63,83.0,3406263,1,0,27336
1,156756,4,4,267,15,0,0,0,0,1,0,0,0,10450.4,267.0,2351340,1,0,32058
2,193983,4,2,204,4,0,1,0,0,0,0,0,1,48495.75,102.0,775932,0,0,40373
1,116573,4,3,216,18,0,0,0,0,1,0,0,0,6476.28,216.0,2098314,1,0,30732
4,18092,4,1,241,19,0,1,0,0,0,0,1,0,952.21,60.25,343748,0,0,54198
2,100918,3,1,132,13,0,0,0,1,0,0,1,0,7762.92,66.0,1311934,0,0,33548
3,175842,4,4,134,9,0,1,0,0,1,0,0,1,19538.0,44.67,1582578,1,0,37663
1,30457,4,3,364,17,0,0,0,0,0,0,0,1,1791.59,364.0,517769,1,0,42125
3,76667,4,4,280,16,0,0,0,1,1,0,0,0,4791.69,93.33,1226672,1,0,48318
2,95751,4,4,178,8,0,1,0,0,0,0,0,0,11968.88,89.0,766008,1,0,38734
4,67894,3,1,351,6,0,0,0,1,0,1,0,0,11315.67,87.75,407364,0,0,65917
4,66305,4,1,241,5,0,1,0,0,0,0,0,1,13261.0,60.25,331525,0,0,62643
2,148684,2,3,81,11,0,0,0,0,0,1,0,1,13516.73,40.5,1635524,1,0,34517
4,173161,2,4,289,5,0,1,0,0,1,0,0,1,34632.2,72.25,865805,1,0,56640
5,57137,2,2,355,9,0,1,0,0,0,0,0,0,6348.56,71.0,514233,0,0,64242
4,5559,2,3,241,4,0,1,0,0,0,1,0,1,1389.75,60.25,22236,1,0,61540
4,71249,2,4,305,5,0,0,0,0,0,1,0,0,14249.8,76.25,356245,1,0,59519
2,42361,2,3,235,9,0,0,0,0,0,1,0,0,4706.78,117.5,381249,1,0,46913
3,85720,3,3,256,13,0,0,0,0,0,0,1,1,6593.85,85.33,1114360,1,0,49672
1,20261,2,3,239,18,0,0,0,0,1,0,0,0,1125.61,239.0,364698,1,0,34457
1,25372,4,2,121,5,0,0,0,1,0,1,0,1,5074.4,121.0,126860,0,0,39066
5,60355,2,2,388,8,0,0,1,0,0,0,0,0,7544.38,77.6,482840,0,0,68727
2,103560,3,1,258,2,0,1,0,0,0,1,0,0,51780.0,129.0,207120,0,1,53387
4,193992,2,1,189,13,0,1,0,0,0,0,1,1,14922.46,47.25,2521896,0,0,45814
4,168616,4,4,174,16,0,0,0,0,1,0,0,0,10538.5,43.5,2697856,1,0,38914
4,5037,4,3,231,13,0,1,0,0,0,0,1,0,387.46,57.75,65481,1,0,58735
5,179104,3,4,364,9,0,0,0,0,0,0,1,0,19900.44,72.8,1611936,1,0,57510
2,46420,3,1,110,20,0,0,1,0,0,0,1,0,2321.0,55.0,928400,0,0,30955
1,102243,3,2,234,15,1,0,0,0,0,0,0,0,6816.2,234.0,1533645,0,0,37226
2,134380,3,1,390,3,0,1,0,0,1,0,0,0,44793.33,195.0,403140,0,1,59036
1,39600,2,4,229,13,0,0,0,0,1,0,0,0,3046.15,229.0,514800,1,0,36484
1,184357,2,1,333,14,1,0,0,0,0,0,0,0,13168.36,333.0,2580998,0,0,34019
2,198080,4,4,87,20,0,0,1,0,1,0,0,1,9904.0,43.5,3961600,1,0,23636
4,94520,3,4,242,5,1,0,0,0,0,0,1,1,18904.0,60.5,472600,1,0,54962
3,10167,3,4,102,9,0,0,0,0,1,0,0,0,1129.67,34.0,91503,1,0,47317
2,5432,2,4,330,15,0,0,0,1,0,0,0,0,362.13,165.0,81480,1,0,50660
3,74687,3,1,279,19,0,0,0,1,0,0,1,1,3930.89,93.0,1419053,0,0,46819
1,76947,4,4,399,7,1,0,0,0,0,0,0,0,10992.43,399.0,538629,1,0,50180
1,101324,4,4,233,17,0,0,0,0,0,1,0,1,5960.24,233.0,1722508,1,0,30034
4,55903,3,3,74,20,1,0,0,0,0,0,1,1,2795.15,18.5,1118060,1,0,39774
3,190221,4,4,103,3,0,1,0,0,0,0,1,1,63407.0,34.33,570663,1,1,41326
4,192840,4,1,349,8,0,1,0,0,1,0,0,0,24105.0,87.25,1542720,0,0,55364
1,196256,2,4,214,19,0,0,0,1,0,0,1,0,10329.26,214.0,3728864,1,0,22462
4,70792,4,2,140,12,0,0,0,0,0,0,0,0,5899.33,35.0,849504,0,0,51222
3,38439,3,2,299,19,0,0,0,0,1,0,0,1,2023.11,99.67,730341,0,0,47315
3,169329,3,4,194,12,0,1,0,0,0,1,0,1,14110.75,64.67,2031948,1,0,42988
3,180746,4,2,347,20,0,0,0,1,0,0,0,1,9037.3,115.67,3614920,0,0,42015
4,56248,3,2,340,10,0,0,1,0,0,1,0,0,5624.8,85.0,562480,0,0,63017
3,181443,2,1,84,18,0,0,0,1,0,1,0,1,10080.17,28.0,3265974,0,0,30346
3,173369,4,3,311,17,0,1,0,0,0,1,0,1,10198.18,103.67,2947273,1,0,39977
5,190345,4,2,222,3,0,1,0,0,0,0,1,0,63448.33,44.4,571035,0,1,59157
4,197328,4,2,122,15,0,0,0,1,0,0,0,1,13155.2,30.5,2959920,0,0,35758
2,39743,3,3,218,18,0,0,0,0,0,0,0,1,2207.94,109.0,715374,1,0,43239
3,84803,3,3,288,10,1,0,0,0,0,0,1,0,8480.3,96.0,848030,1,0,52569
2,80117,4,2,182,6,0,1,0,0,1,0,0,0,13352.83,91.0,480702,0,0,48797
1,27076,3,4,357,16,0,0,0,1,0,1,0,1,1692.25,357.0,433216,1,0,43488
3,92483,3,2,346,11,0,0,0,1,0,0,0,0,8407.55,115.33,1017313,0,0,53069
4,139035,4,4,152,9,0,0,0,0,0,0,1,1,15448.33,38.0,1251315,1,0,47896
4,124217,4,4,287,6,1,0,0,0,0,1,0,0,20702.83,71.75,745302,1,0,59494
2,149938,3,4,295,4,0,0,1,0,1,0,0,1,37484.5,147.5,599752,1,0,49839
3,109504,4,3,339,11,0,0,0,0,1,0,0,0,9954.91,113.0,1204544,1,0,50391
1,168377,4,2,84,15,0,0,1,0,0,1,0,1,11225.13,84.0,2525655,0,0,28035
5,198475,4,2,359,3,1,0,0,0,1,0,0,0,66158.33,71.8,595425,0,1,65206
4,110649,4,1,334,8,1,0,0,0,0,0,0,0,13831.12,83.5,885192,0,0,67052
3,131244,3,3,268,18,1,0,0,0,0,0,0,0,7291.33,89.33,2362392,1,0,41454
4,37813,4,1,227,11,0,0,1,0,0,0,0,0,3437.55,56.75,415943,0,0,56812
3,71729,2,1,276,7,1,0,0,0,1,0,0,0,10247.0,92.0,502103,0,0,61289
3,196758,4,4,243,15,0,0,0,1,0,0,0,0,13117.2,81.0,2951370,1,0,39902
1,9512,2,3,253,18,0,0,1,0,0,0,1,0,528.44,253.0,171216,1,0,37981
2,158738,4,1,334,5,1,0,0,0,0,0,0,1,31747.6,167.0,793690,0,0,54832
3,152702,2,2,315,14,0,0,0,1,0,0,0,1,10907.29,105.0,2137828,0,0,46461
3,122907,2,1,105,7,0,0,0,0,1,0,0,0,17558.14,35.0,860349,0,0,47667
2,136708,4,3,328,12,1,0,0,0,0,0,0,0,11392.33,164.0,1640496,1,0,46935
4,139847,4,2,88,6,0,0,1,0,0,1,0,1,23307.83,22.0,839082,0,0,48434
1,69591,4,2,92,18,0,1,0,0,0,0,1,1,3866.17,92.0,1252638,0,0,30942
3,16351,2,2,173,19,1,0,0,0,1,0,0,0,860.58,57.67,310669,0,0,43754
3,120400,3,4,310,19,0,1,0,0,0,0,1,1,6336.84,103.33,2287600,1,0,48267
3,125533,3,2,273,18,0,0,0,1,0,1,0,1,6974.06,91.0,2259594,0,0,45062
3,108627,4,4,322,3,0,0,0,0,1,0,0,0,36209.0,107.33,325881,1,1,57324
2,191256,3,4,211,7,0,0,0,0,1,0,0,0,27322.29,105.5,1338792,1,0,35705
1,133381,3,1,371,3,0,0,0,0,0,0,0,0,44460.33,371.0,400143,0,1,54232
3,100707,4,1,212,11,1,0,0,0,0,0,1,1,9155.18,70.67,1107777,0,0,50248
3,86678,2,2,340,19,0,1,0,0,0,1,0,0,4562.0,113.33,1646882,0,0,49146
1,78309,4,3,376,20,0,1,0,0,0,1,0,0,3915.45,376.0,1566180,1,0,39195
3,15778,3,2,179,17,0,0,1,0,1,0,0,1,928.12,59.67,268226,0,0,49446
2,148573,2,1,77,7,0,1,0,0,0,0,0,0,21224.71,38.5,1040011,0,0,42376
3,117713,3,2,138,20,0,0,1,0,1,0,0,1,5885.65,46.0,2354260,0,0,37628
4,138180,2,1,259,7,0,0,0,1,1,0,0,1,19740.0,64.75,967260,0,0,59191
1,41382,3,2,248,5,0,0,0,0,1,0,0,1,8276.4,248.0,206910,0,0,47459
1,80787,4,3,132,7,1,0,0,0,1,0,0,1,11541.0,132.0,565509,1,0,34003
4,28341,3,2,137,18,0,0,1,0,0,1,0,1,1574.5,34.25,510138,0,0,46111
3,150439,3,3,275,18,0,0,0,0,0,1,0,1,8357.72,91.67,2707902,1,0,44597
3,124967,2,3,75,12,0,1,0,0,1,0,0,0,10413.92,25.0,1499604,1,0,38805
4,136066,3,2,188,15,0,1,0,0,1,0,0,0,9071.07,47.0,2040990,0,0,45032
4,148074,4,3,382,8,0,0,0,0,0,0,0,0,18509.25,95.5,1184592,1,0,61327
4,90820,4,3,100,19,0,1,0,0,1,0,0,1,4780.0,25.0,1725580,1,0,42576
3,64949,4,1,75,13,0,0,0,1,0,1,0,0,4996.08,25.0,844337,0,0,41122
3,151772,2,1,276,19,0,0,0,1,0,0,1,1,7988.0,92.0,2883668,0,0,41070
2,67543,2,3,226,17,0,0,0,0,0,1,0,0,3973.12,113.0,1148231,1,0,41438
1,165390,3,4,136,6,0,0,1,0,0,0,0,1,27565.0,136.0,992340,1,0,31728
3,32610,3,2,399,17,0,0,1,0,0,1,0,0,1918.24,133.0,554370,0,0,53650
2,70226,3,3,358,8,0,0,0,0,0,0,1,1,8778.25,179.0,561808,1,0,53040
4,50167,2,2,209,9,0,0,1,0,1,0,0,0,5574.11,52.25,451503,0,0,60804
3,164011,2,1,369,8,0,0,1,0,0,0,1,1,20501.38,123.0,1312088,0,0,55410
3,197437,3,2,82,7,0,0,0,1,1,0,0,0,28205.29,27.33,1382059,0,0,36892
2,72381,2,3,221,3,0,0,1,0,1,0,0,1,24127.0,110.5,217143,1,1,50761
1,51710,2,3,382,15,0,0,0,0,0,1,0,0,3447.33,382.0,775650,1,0,42788
1,21766,4,3,178,10,1,0,0,0,0,1,0,0,2176.6,178.0,217660,1,0,39186
2,107416,4,3,218,19,0,1,0,0,0,1,0,0,5653.47,109.0,2040904,1,0,37146
1,17780,3,4,273,2,0,0,0,0,0,0,0,1,8890.0,273.0,35560,1,1,48707
3,53458,3,4,376,2,0,0,1,0,0,1,0,1,26729.0,125.33,106916,1,1,63671
4,61221,4,4,90,16,0,0,0,1,0,0,0,1,3826.31,22.5,979536,1,0,43359
4,6509,2,3,129,2,0,0,0,0,0,1,0,1,3254.5,32.25,13018,1,1,60164
3,94493,3,4,90,19,0,0,1,0,1,0,0,1,4973.32,30.0,1795367,1,0,36639
1,170418,3,2,314,11,0,0,0,1,0,0,0,0,15492.55,314.0,1874598,0,0,43279
4,121850,3,3,142,19,1,0,0,0,0,0,1,1,6413.16,35.5,2315150,1,0,39560
4,182946,2,1,145,10,0,0,1,0,0,0,0,0,18294.6,36.25,1829460,0,0,45324
1,162220,4,3,255,3,0,0,0,0,0,0,0,0,54073.33,255.0,486660,1,1,46430
3,36533,3,2,147,6,0,0,0,1,0,0,1,1,6088.83,49.0,219198,0,0,56320
2,113144,4,4,134,12,0,0,0,1,0,0,0,0,9428.67,67.0,1357728,1,0,31025
4,127402,4,3,359,2,0,0,0,1,1,0,0,1,63701.0,89.75,254804,1,1,65814
5,83467,2,4,125,12,1,0,0,0,0,1,0,1,6955.58,25.0,1001604,1,0,49846
1,6359,2,3,328,18,0,0,1,0,0,0,1,1,353.28,328.0,114462,1,0,41001
4,124119,2,2,259,12,1,0,0,0,0,1,0,0,10343.25,64.75,1489428,0,0,54508
3,196385,2,3,75,7,0,1,0,0,1,0,0,1,28055.0,25.0,1374695,1,0,37587
4,25344,2,4,75,2,0,1,0,0,0,0,1,1,12672.0,18.75,50688,1,1,58700
2,123499,2,4,260,14,0,0,1,0,0,1,0,1,8821.36,130.0,1728986,1,0,41905
4,74778,3,2,217,5,1,0,0,0,0,1,0,0,14955.6,54.25,373890,0,0,59398
1,25601,4,3,327,5,0,0,0,0,1,0,0,1,5120.2,327.0,128005,1,0,49521
2,155188,2,1,287,20,0,0,0,1,0,1,0,0,7759.4,143.5,3103760,0,0,39378
1,193057,3,3,159,17,0,0,0,1,1,0,0,0,11356.29,159.0,3281969,1,0,21525
4,106013,4,2,381,17,0,0,1,0,0,0,0,1,6236.06,95.25,1802221,0,0,56074
4,35782,2,1,79,14,0,1,0,0,1,0,0,0,2555.86,19.75,500948,0,0,50133
4,116095,2,2,156,13,0,1,0,0,0,0,0,0,8930.38,39.0,1509235,0,0,45364
4,185891,3,3,319,4,0,0,0,1,0,0,1,1,46472.75,79.75,743564,1,0,62770
1,102123,4,1,395,16,0,0,1,0,0,1,0,1,6382.69,395.0,1633968,0,0,44318
2,49458,2,2,220,14,1,0,0,0,1,0,0,1,3532.71,110.0,692412,0,0,41434
1,129225,4,4,182,17,0,1,0,0,1,0,0,0,7601.47,182.0,2196825,1,0,26390
1,144152,3,1,99,15,1,0,0,0,0,1,0,1,9610.13,99.0,2162280,0,0,29414
1,170029,2,1,197,14,0,1,0,0,0,1,0,0,12144.93,197.0,2380406,0,0,33772
2,149980,4,2,147,3,0,1,0,0,0,0,1,0,49993.33,73.5,449940,0,1,44251
2,101188,3,4,124,16,0,0,0,0,0,0,1,0,6324.25,62.0,1619008,1,0,32855
1,126292,3,1,374,18,0,1,0,0,1,0,0,0,7016.22,374.0,2273256,0,0,37450
1,95570,2,2,103,14,0,0,0,0,0,0,1,0,6826.43,103.0,1337980,0,0,30635
1,128791,4,1,174,7,0,0,1,0,0,0,0,1,18398.71,174.0,901537,0,0,42227
4,183554,2,1,241,14,0,0,1,0,0,0,1,1,13111.0,60.25,2569756,0,0,50117
4,130291,2,1,91,16,1,0,0,0,0,0,1,0,8143.19,22.75,2084656,0,0,42514
4,103375,4,4,356,16,0,1,0,0,1,0,0,0,6460.94,89.0,1654000,1,0,55870
2,43314,4,3,174,19,0,0,0,0,0,0,0,1,2279.68,87.0,822966,1,0,37694
2,113880,4,3,218,15,1,0,0,0,0,0,1,1,7592.0,109.0,1708200,1,0,39456
4,105326,3,4,341,6,0,0,0,0,0,0,0,0,17554.33,85.25,631956,1,0,59022
2,151903,3,4,345,11,1,0,0,0,0,0,0,0,13809.36,172.5,1670933,1,0,42538
2,126026,4,2,368,14,1,0,0,0,0,0,0,1,9001.86,184.0,1764364,0,0,46832
1,156197,3,1,241,16,0,1,0,0,0,1,0,1,9762.31,241.0,2499152,0,0,36157
1,67451,2,4,116,20,0,0,0,0,0,1,0,0,3372.55,116.0,1349020,1,0,28721
2,50708,4,2,183,8,1,0,0,0,0,1,0,1,6338.5,91.5,405664,0,0,43996
2,22682,2,3,344,3,0,0,0,0,0,1,0,1,7560.67,172.0,68046,1,1,56442
3,107406,4,3,373,8,0,0,0,0,1,0,0,0,13425.75,124.33,859248,1,0,58758
1,171866,2,3,276,3,0,0,1,0,0,0,1,0,57288.67,276.0,515598,1,1,41724
1,64372,4,3,311,16,0,0,0,0,0,1,0,0,4023.25,311.0,1029952,1,0,42608
4,44477,2,2,370,8,0,0,0,0,1,0,0,1,5559.62,92.5,355816,0,0,66138
1,189935,4,1,265,17,0,0,1,0,0,0,1,0,11172.65,265.0,3228895,0,0,32592
2,174809,4,2,233,4,1,0,0,0,0,1,0,1,43702.25,116.5,699236,0,0,47540
4,138692,3,1,245,18,0,0,0,0,0,0,1,0,7705.11,61.25,2496456,0,0,50435
1,171129,2,3,340,4,0,0,0,0,0,1,0,0,42782.25,340.0,684516,1,0,48512
1,176210,3,4,179,10,0,0,0,0,1,0,0,1,17621.0,179.0,1762100,1,0,33226
2,58024,2,4,241,17,0,1,0,0,0,0,0,1,3413.18,120.5,986408,1,0,41037
2,145749,3,4,271,19,0,0,0,0,0,0,0,0,7671.0,135.5,2769231,1,0,32128
3,180183,4,1,237,5,1,0,0,0,0,0,1,0,36036.6,79.0,900915,0,0,48284
4,160146,3,3,171,3,0,0,1,0,1,0,0,1,53382.0,42.75,480438,1,1,49170
1,22824,3,2,155,13,0,0,1,0,0,0,0,0,1755.69,155.0,296712,0,0,36605
3,136837,4,4,211,18,1,0,0,0,0,1,0,1,7602.06,70.33,2463066,1,0,40559
3,181511,3,1,282,12,0,0,0,1,0,0,0,1,15125.92,94.0,2178132,0,0,48392
1,102151,4,4,120,15,0,1,0,0,0,0,1,0,6810.07,120.0,1532265,1,0,31042
3,53926,2,2,181,11,0,0,1,0,0,0,1,1,4902.36,60.33,593186,0,0,47750
2,172932,3,3,340,11,0,0,0,0,1,0,0,1,15721.09,170.0,1902252,1,0,42867
3,17975,4,2,134,8,0,1,0,0,0,0,1,1,2246.88,44.67,143800,0,0,48766
1,79877,4,3,252,4,0,0,0,0,0,0,0,0,19969.25,252.0,319508,1,0,44394
2,82870,3,3,79,12,0,0,0,0,0,0,0,1,6905.83,39.5,994440,1,0,39713
2,86371,2,3,303,4,0,1,0,0,0,0,0,0,21592.75,151.5,345484,1,0,54516
4,162620,3,4,367,12,0,0,1,0,0,0,0,0,13551.67,91.75,1951440,1,0,52784
1,105970,4,2,313,12,0,1,0,0,1,0,0,0,8830.83,313.0,1271640,0,0,42370
2,103066,2,4,336,20,0,1,0,0,0,1,0,1,5153.3,168.0,2061320,1,0,39716
2,174808,3,2,187,19,0,1,0,0,0,1,0,1,9200.42,93.5,3321352,0,0,32142
3,66562,4,1,213,5,0,0,0,1,1,0,0,0,13312.4,71.0,332810,0,0,55580
3,45409,3,1,270,20,0,1,0,0,0,0,1,0,2270.45,90.0,908180,0,0,45886
3,14834,2,2,308,11,0,0,0,0,0,1,0,1,1348.55,102.67,163174,0,0,56709
4,107192,2,2,315,3,0,0,0,0,0,0,1,0,35730.67,78.75,321576,0,1,62966
4,5840,2,2,77,13,1,0,0,0,0,1,0,0,449.23,19.25,75920,0,0,47426
2,36568,2,2,221,10,0,1,0,0,0,0,1,1,3656.8,110.5,365680,0,0,45506
3,15846,2,3,280,19,0,0,1,0,1,0,0,0,834.0,93.33,301074,1,0,47956
4,141971,3,4,227,13,0,1,0,0,0,0,0,1,10920.85,56.75,1845623,1,0,50799
5,91038,2,3,127,13,0,0,1,0,0,0,1,1,7002.92,25.4,1183494,1,0,49005
4,174845,2,4,155,4,0,0,0,0,0,0,0,0,43711.25,38.75,699380,1,0,48205
2,134789,4,4,124,6,0,0,1,0,0,0,1,1,22464.83,62.0,808734,1,0,38790
1,112460,2,4,270,4,1,0,0,0,0,0,1,1,28115.0,270.0,449840,1,0,45123
3,79723,4,3,191,8,0,0,0,0,0,0,1,1,9965.38,63.67,637784,1,0,45832
